Name,Address,Phone,City,Postcode,Latitude,Longitude,Distance
The Medicine Shoppe,515 St. Clair Ave W,(416) 538-7788,Toronto,M6C 1A1,43.6827865,-79.4187842,0
The Medicine Shoppe,2600 Eglinton Ave W,(416) 651-6511,Toronto,M6M 1T5,43.6908715,-79.4729812,0
The Palmerston Pharmacy & HomeCare,499 College St,(416) 929-4499,Toronto,M6G 1A5,43.6558892,-79.4097187,0
The PrEP Clinic,401-344 Bloor St W,(416) 420-1250,Toronto,M5S 3A7,43.6666888,-79.4036854,0
The Village Pharmacy,535 Yonge St,(416) 960-2323,Toronto,M4Y 1Y5,43.6642694,-79.3841492,0
The Village Pharmacy,473 Church St,(416) 967-9221,Toronto,M4Y 2C5,43.6644835,-79.3802139,0
Theodore Pharmacy,1450 O'Connor Drive,(416) 701-1001,Toronto,M4B 2T8,43.7136548,-79.3069515,0
Thorncliffe Pharmacy,106-65 Overlea Blvd,(416) 421-9359,Toronto,M4H 1P1,43.7073407,-79.3427712,0
Thornlea Pharmacy,62 Overlea Blvd,(416) 425-5000,Toronto,M4H 1C4,43.7078994,-79.3433474,0
Tim's Pharmacy,80 Finch Ave West,(416) 221-3220,Toronto,M2N 2H4,43.7784744,-79.4225757,0
Toronto East Pharmasave,C114-825 Coxwell Ave,(416) 778-1221,Toronto,M4C 3E7,43.6898713,-79.3248582,0
Toronto General Hospital,200 Elizabeth St,(416) 340-4800,Toronto,M5G 2C4,43.658666,-79.3883689,0
Toronto General Hospital Outpatient Pharmacy,585 University Ave,(416) 340-4075,Toronto,M5G 2N2,43.6582044,-79.3889987,0
Toronto Manning Drug Mart,260 Spadina Ave,(416) 348-8895,Toronto,M5T 2E4,43.6519314,-79.3982236,0
Toronto Rehab Institute,130 Dunn Ave,(416) 597-3422,Toronto,M6K 2R7,43.6348034,-79.4327094,0
Toronto Rehab Institute,520 Sutherland Dr,(416) 597-3422,Toronto,M4G 3V9,43.7184894,-79.3697116,0
Toronto Rehab Institute,550 University Ave,(416) 597-3422,Toronto,M5G 2A2,43.6567727,-79.3897928,0
Toronto Specialty Pharmacy,2-998 College St,(416) 901-7944,Toronto,M6H 1A7,43.6534906,-79.4286099,0
Toronto Wellness Pharmacy,1800-655 Bay St,(647) 276-0060,Toronto,M5G 2K4,43.6577314,-79.3841707,0
Toronto Western Hospital,399 Bathurst St,(416) 603-5800,Toronto,M5T 2S8,43.6533856,-79.4059423,0
Total Health Pharmacy,1849 Yonge St,(416) 485-6515,Toronto,M4S 1Y2,43.6968386,-79.3961094,0
Total Health Pharmacy,997 Gerrard St E,(647) 351-3784,Toronto,M4M 1Z4,43.6685011,-79.3380405,0
Transplant Outpatient Pharmacy,585 University Ave,(416) 340-4415,Toronto,M5G 2N2,43.6582044,-79.3889987,0
Trinity Drug Store,793 Dundas St W,(416) 603-1771,Toronto,M6J 1V2,43.6517196,-79.4078313,0
U & C Pharmacy,700 University Ave,(416) 850-9989,Toronto,M5G 1Z5,43.6588089,-79.3909892,0
Ultra Pharmacy,403 Parliament St,(416) 323-0055,Toronto,M5A 3A1,43.6621477,-79.3668919,0
Ultra-Bloor Pharmacy,1254 Bloor St W,(416) 792-3021,Toronto,M6H 1N5,43.6590222,-79.440377,0
Universal Pharmacy,819 Lansdowne Ave,(416) 533-6656,Toronto,M6H 3Z2,43.6624676,-79.4443532,0
University Ave Pharmacy,102-70 University Ave,(416) 591-1777,Toronto,M5J 2M4,43.6476565,-79.3848108,0
Upper Beaches Pharmacy,102-952 Kingston Rd,(647) 748-9333,Toronto,M4E 1S7,43.6698288,-79.311237,0
Uptown Pharmacy,243 Eglinton Ave W,(416) 485-5005,Toronto,M4R 1B1,43.7047153,-79.406724,0
Urban Care Pharmacy,26 Dalhousie St,(416) 862-8816,Toronto,M5B 2A5,43.6540931,-79.3756599,0
UT Pharmacy and Print,193 College St,(647) 351-1708,Toronto,M5T 1P9,43.6587086,-79.3948953,0
Victor Pharmacy,123 Edward St,(416) 597-0366,Toronto,M5G 1E2,43.6556377,-79.3868108,0
Vina Pharmacy,1025 Gerrard St E,(416) 469-5386,Toronto,M4M 1Z6,43.668706,-79.3372025,0
Vina Pharmacy,1460 Queen St W,(416) 588-8538,Toronto,M6K 1M2,43.6409043,-79.4364267,0
Vita Pharmacy,2-525 Dundas St W,(416) 977-2770,Toronto,M5T 1H4,43.6563785,-79.3819994,0
Vitality Compounding Pharmacy,918 Kingston Rd,(416) 691-2000,Toronto,M4E 1S5,43.6805607,-79.2891304,0
Wal-Mart Pharmacy,1305 Lawrence Ave W,(416) 249-8487,Toronto,M6L 1A5,43.7085041,-79.4733767,0
Wal-Mart Pharmacy,1000 Gerrard St E,(416) 465-3399,Toronto,M4M 3G6,43.669144,-79.3391627,0
Wal-Mart Pharmacy,900 Dufferin St,(416) 532-3361,Toronto,M6H 4A9,43.6562242,-79.4355773,0
Wal-Mart Pharmacy,2202 Jane St,(416) 614-3235,Toronto,M3M 1A4,43.7217761,-79.5116855,0
Wal-Mart Pharmacy,3757 Keele St,(416) 633-7593,Toronto,M3J 1N4,43.757883,-79.4884921,0
Wal-Mart Pharmacy,2245 Islington Ave,(416) 740-1945,Toronto,M9W 3W7,43.7138049,-79.5531438,0
Wal-Mart Pharmacy,2525 St Clair Ave W,(416) 763-1867,Toronto,M6N 4Z5,43.6680541,-79.4845815,0
Warden Woods Pharmacy,99 Firvalley Court,(416) 699-5559,Toronto,M1L 1P2,43.7032782,-79.2779653,0
Welcome Guardian Drug,137 Roncesvalles Ave,(416) 533-2088,Toronto,M6R 2L2,43.6433558,-79.4474712,0
Welcome Guardian Pharmacy,1881 Yonge St,(416) 480-1420,Toronto,M4S 3C4,43.6976717,-79.3960999,0
Well + Good Pharmacy,557 Church St,(416) 532-5007,Toronto,M4Y 2E2,43.6672314,-79.3812547,0
Well.ca Pharmacy,1168A Dundas Street W,(416) 534-2321,Toronto,M6J 1X4,43.6494972,-79.4218954,0
Well.ca Pharmacy,449 Queen St W,(416) 593-9711,Toronto,M5V 2A9,43.6485216,-79.3969152,0
Wellcare College Pharmacy,815 College St,(416) 536-6558,Toronto,M6G 1C9,43.6542911,-79.4219723,0
Wellcare Pharmacy,3352 Keele St,(416) 630-4513,Toronto,M3J 1L5,43.7457419,-79.4874596,0
Wellcare Union Medical Pharmacy,110-1263 Wilson Ave,(416) 243-9361,Toronto,M3M 3G3,43.722541,-79.492217,0
Wellmedica Global Drug Mart,901 Bay St,(416) 597-0464,Toronto,M5S 3K6,43.663274,-79.3864213,0
WellOne Pharmacy,103-18 Yonge St,(647) 748-5663,Toronto,M5E 1Z8,43.650259,-79.3780885,0
Westmore Pharmacy,6620 Finch Ave W,(416) 740-0003,Toronto,M9V 5H7,43.7349125,-79.6023045,0
Weston Drug Mart,2159 Weston Rd,(416) 244-4455,Toronto,M9N 1X8,43.7032014,-79.5249295,0
White Cross Drugs,300-500 Yonge St,(416) 920-1666,Toronto,M4Y 1X9,43.656479,-79.381023,0
White's Pharmacy,725 Jane St,(416) 762-8221,Toronto,M6N 4B3,43.6706023,-79.4931098,0
Whiteside Pharmacy,1732 St Clair Ave W,(416) 656-3606,Toronto,M6N 1J1,43.6743766,-79.4599036,0
Whole Health Pharmacy North York,7-1575 Jane Street,(416) 245-2273,Toronto,M9N 2R3,43.6990578,-79.5024347,0
Wholesome Pharmacy,811a Queen St E,(416) 461-3889,Toronto,M4M 1H8,43.6596141,-79.3449322,0
Willowdale Pharmacy,6023 Yonge St,(416) 916-4255,Toronto,M2M 3W2,43.7896324,-79.4175292,0
Women's College Hospital,76 Grenville St,(416) 323-6058,Toronto,M5S 1B2,43.6615138,-79.3871213,0
Woodgreen Discount Pharmacy,1000 Queen St E,(416) 466-6444,Toronto,M4M 1K1,43.6614189,-79.339474,0
Woodgreen Pharmacy,101-69 Queen St E,(416) 367-8686,Toronto,M5C 1R8,43.653197,-79.3747674,0
Woods Drug Store,130 Kingston Rd,(416) 691-3771,Toronto,M4L 1S7,43.6705099,-79.311351,0
Woodvalley Pharmacy Inc.,130 Industry St,(647) 284-9243,Toronto,M6M 5G3,43.6950496,-79.4944673,0
Yonge Drug Mart,104-2399 Yonge St,(416) 481-2444,Toronto,M4P 2E7,43.7100754,-79.3987047,0
Zara's Pharmacy,1908 Gerrard St E,(416) 901-5585,Toronto,M4L 2C1,43.6804818,-79.3122041,0
