"Notes"	"Year"	"Year Code"	"County"	"County Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"2007"	"2007"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	75	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	135	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"25-34 years"	"25-34"	Suppressed	247	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"35-44 years"	"35-44"	Suppressed	168	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"45-54 years"	"45-54"	Suppressed	129	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"55-64 years"	"55-64"	Suppressed	78	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"65-74 years"	"65-74"	Suppressed	51	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"75-84 years"	"75-84"	Suppressed	23	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"85+ years"	"85+"	Suppressed	Suppressed	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2007"	"2007"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"			Suppressed	1215	Suppressed	Suppressed
"Total"	"2007"	"2007"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"					Suppressed	2315	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"< 1 year"	"1"	Suppressed	14	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	74	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	84	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	80	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	78	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	67	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"25-34 years"	"25-34"	Suppressed	174	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"35-44 years"	"35-44"	Suppressed	211	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"45-54 years"	"45-54"	Suppressed	160	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"55-64 years"	"55-64"	Suppressed	106	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"65-74 years"	"65-74"	Suppressed	68	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"75-84 years"	"75-84"	Suppressed	26	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"85+ years"	"85+"	Suppressed	Suppressed	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"			Suppressed	1151	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"< 1 year"	"1"	Suppressed	18	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	64	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	95	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	65	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	79	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	72	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"25-34 years"	"25-34"	Suppressed	176	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"35-44 years"	"35-44"	Suppressed	165	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"45-54 years"	"45-54"	Suppressed	125	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"55-64 years"	"55-64"	Suppressed	83	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"65-74 years"	"65-74"	Suppressed	61	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"75-84 years"	"75-84"	Suppressed	23	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"85+ years"	"85+"	Suppressed	Suppressed	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"			Suppressed	1029	Suppressed	Suppressed
"Total"	"2007"	"2007"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"					Suppressed	2180	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"< 1 year"	"1"	Suppressed	260	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	882	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	1119	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	1064	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	1137	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	965	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	Suppressed	1621	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	Suppressed	1905	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	Suppressed	1934	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	Suppressed	1261	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	Suppressed	740	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	Suppressed	563	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	Suppressed	190	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Female"	"F"			Suppressed	13641	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	Suppressed	263	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	931	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	1041	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	1193	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	1188	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	999	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	Suppressed	1492	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	Suppressed	1731	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	Suppressed	1723	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	Suppressed	1085	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	Suppressed	629	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	Suppressed	335	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	Suppressed	90	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"	"Male"	"M"			Suppressed	12700	Suppressed	Suppressed
"Total"	"2007"	"2007"	"Sussex County, DE"	"10005"	"Black or African American"	"2054-5"					Suppressed	26341	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	Suppressed	930	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	3159	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	3675	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	4127	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	3873	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	3621	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	Suppressed	7519	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	Suppressed	9549	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	Suppressed	11710	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	Suppressed	13391	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	Suppressed	10190	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	Suppressed	5910	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	Suppressed	2191	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Female"	"F"			Suppressed	79845	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	Suppressed	901	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	3405	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	3916	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	4100	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	4289	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	4128	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	Suppressed	7676	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	Suppressed	9445	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	Suppressed	11208	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	Suppressed	11857	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	Suppressed	9497	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	Suppressed	5096	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	Suppressed	1026	Suppressed	Suppressed
	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"			Suppressed	76544	Suppressed	Suppressed
"Total"	"2007"	"2007"	"Sussex County, DE"	"10005"	"White"	"2106-3"					Suppressed	156389	Suppressed	Suppressed
"Total"	"2007"	"2007"	"Sussex County, DE"	"10005"							Suppressed	187225	Suppressed	Suppressed
"Total"	"2007"	"2007"									Suppressed	871749	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"< 1 year"	"1"	Suppressed	Suppressed	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	34	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	46	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	43	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	58	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	50	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"25-34 years"	"25-34"	Suppressed	96	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"35-44 years"	"35-44"	Suppressed	98	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"45-54 years"	"45-54"	Suppressed	94	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"55-64 years"	"55-64"	Suppressed	63	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"65-74 years"	"65-74"	Suppressed	45	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"75-84 years"	"75-84"	Suppressed	28	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"85+ years"	"85+"	Suppressed	Suppressed	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"			Suppressed	667	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"< 1 year"	"1"	Suppressed	Suppressed	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	31	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	30	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	34	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	59	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	51	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"25-34 years"	"25-34"	Suppressed	81	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"35-44 years"	"35-44"	Suppressed	81	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"45-54 years"	"45-54"	Suppressed	108	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"55-64 years"	"55-64"	Suppressed	66	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"65-74 years"	"65-74"	Suppressed	36	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"75-84 years"	"75-84"	Suppressed	23	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"85+ years"	"85+"	Suppressed	Suppressed	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"			Suppressed	612	Suppressed	Suppressed
"Total"	"2008"	"2008"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"					Suppressed	1279	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"< 1 year"	"1"	Suppressed	28	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	120	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	148	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	118	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	137	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	126	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"25-34 years"	"25-34"	Suppressed	292	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"35-44 years"	"35-44"	Suppressed	381	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"45-54 years"	"45-54"	Suppressed	323	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"55-64 years"	"55-64"	Suppressed	237	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"65-74 years"	"65-74"	Suppressed	163	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"75-84 years"	"75-84"	Suppressed	87	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"85+ years"	"85+"	Suppressed	Suppressed	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2008"	"2008"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"			Suppressed	2169	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"< 1 year"	"1"	Suppressed	23	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	109	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	141	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	139	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	124	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	131	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"25-34 years"	"25-34"	Suppressed	211	Suppressed	Suppressed
	"2008"	"2008"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"35-44 years"	"35-44"	Suppressed	282	Suppressed	Suppressed
